id,currency,date,open,high,low,close,active
3030,CAD,1988-10-21,6508,12064,10388,18502,False
3031,MOP,2019-05-17,6333,3185,756,16901,False
3032,CHF,2007-12-30,18180,15375,12452,789,False
3033,MKD,1975-06-14,9706,19491,1751,14209,True
3034,CHF,1993-01-10,5735,7981,12389,15552,False
3035,HUF,2018-02-05,422,1689,13211,22565,False
3036,PKR,1982-07-07,17857,16405,18781,3456,True
3037,CLP,1994-12-31,23619,4647,7955,12228,True
3038,SOS,2010-03-02,3650,11806,18455,9210,True
3039,TZS,1995-06-12,7974,22004,4864,19165,True
3040,KPW,1971-04-03,6823,10410,9335,23398,True
3041,SZL,2006-01-03,18031,8259,10208,1800,False
3042,MZN,1979-05-11,13529,4303,3657,8677,True
3043,UGX,2021-12-31,1160,8725,15592,20007,False
3044,SLL,1983-10-09,830,12578,14742,19306,True
3045,BIF,1998-10-28,9865,14084,15546,18982,True
3046,BIF,1982-12-25,10327,16220,3764,18482,True
3047,BND,1973-09-28,17663,3384,13185,2223,True
3048,CDF,1995-06-08,13483,19779,22335,1639,False
3049,ZAR,1984-03-12,12224,15623,948,7473,True
3050,ZAR,1987-04-20,7480,20676,13450,713,True
3051,NIS,1984-06-14,8039,10106,10399,22532,False
3052,FJD,2022-04-28,18297,2197,9350,17888,True
3053,BAM,2017-06-04,19801,1382,18287,23409,False
3054,GMD,1971-06-24,23433,20887,14643,9149,True
3055,DOP,1989-07-15,1355,20776,15658,7811,True
3056,DKK,2008-04-25,18117,20380,17331,16747,True
3057,MKD,1973-12-12,19810,9610,13389,5981,False
3058,IRR,1979-05-05,12680,15934,19107,5327,True
3059,INR,2003-04-01,10983,4395,11747,19673,True
3060,TVD,1999-11-01,7755,6708,1118,12222,True
3061,HRK,2016-01-05,10321,6277,18884,12144,False
3062,WST,1976-04-22,16611,4476,21021,19677,False
3063,CDF,2011-08-12,14206,12932,23720,23130,False
3064,BBD,1980-08-08,12238,5628,2580,6842,False
3065,MZN,2015-02-25,3916,23153,2061,22508,True
3066,NAD,2018-04-24,7490,10377,17241,17959,False
3067,TMT,1978-10-15,23797,22829,20713,21823,True
3068,PAB,2016-01-15,8635,1086,2681,4922,True
3069,AUD,1993-02-14,16224,6364,16405,12621,True
3070,BSD,2011-09-10,9735,21854,9653,23198,False
3071,PLN,1970-07-06,6711,18770,3439,7447,True
3072,MGA,1977-04-10,21368,603,5435,2885,True
3073,TND,2010-01-31,16698,16197,11000,7574,False
3074,MDL,1977-09-15,11632,22146,11002,18880,False
3075,ETB,1995-11-11,802,19015,4832,17880,True
3076,THB,1983-10-15,20886,16665,6773,2853,True
3077,KMF,2007-09-25,21879,15555,20774,2659,False
3078,TTD,2011-01-07,20868,936,4625,18282,False
3079,SLL,1973-11-15,3129,15657,10131,19990,True
3080,AZN,1995-11-17,9569,23100,23513,19214,True
3081,LYD,2023-08-02,20531,2818,7576,2181,True
3082,GBP,2019-03-12,9719,11108,12946,10863,True
3083,UAH,2019-07-11,3980,10426,9384,20466,False
3084,GEL,1979-03-08,22393,11489,6484,20201,False
3085,CDF,1992-08-25,7995,10585,18430,4136,False
3086,TRY,2011-06-13,6158,18661,10152,21206,True
3087,INR,1974-06-16,3976,15431,3415,10876,True
3088,CNY,1971-06-10,17144,12910,1304,9714,True
3089,TRY,2006-04-27,11562,11984,5787,12180,False
3090,DJF,1985-09-07,876,10455,6806,23051,False
3091,KES,1974-05-18,2620,10486,9041,20253,False
3092,VEF,2023-09-02,4307,7020,9369,4988,True
3093,SHP,2003-03-13,14276,7938,14415,1658,True
3094,SDG,2001-06-27,9797,10616,14985,3926,False
3095,LRD,1983-07-08,5345,2028,11785,4624,True
3096,GHS,2006-09-12,17619,15557,5395,15361,False
3097,MAD,2002-06-14,7597,10444,22769,2000,False
3098,SYP,1989-12-17,12453,18850,4733,17039,True
3099,AFN,1988-07-02,10480,15475,18317,2288,False
3100,XPF,1986-07-21,3759,18694,4989,14781,True
3101,VUV,1982-10-26,14145,18731,3948,13306,True
3102,JEP,2003-04-15,18566,3816,20632,3055,False
3103,BMD,2005-03-03,20410,17640,12991,18437,True
3104,KZT,1981-07-29,23854,8824,20723,14272,True
3105,MOP,1995-11-17,17431,11800,4127,8061,True
3106,RON,2021-05-09,22893,8676,17915,21943,True
3107,XOF,2002-02-25,4367,903,13860,4103,True
3108,GGP,2014-01-10,21576,19238,4003,6310,True
3109,XDR,1982-04-14,13718,21953,12287,2071,True
3110,PGK,1990-09-13,9067,9812,10306,4092,False
3111,SYP,2021-02-01,2643,19578,3439,2851,True
3112,IRR,1985-12-02,15996,12737,22603,12672,True
3113,PGK,1984-10-03,6900,15081,12386,21299,True
3114,UYU,2008-10-18,15038,14796,23142,16981,True
3115,YER,1990-12-07,10497,8747,22982,2621,True
3116,JEP,1993-03-26,9803,3961,22882,17936,False
3117,AZN,1992-08-22,12554,15271,23720,14148,True
3118,XAF,1983-10-15,17412,22448,9538,10206,True
3119,MUR,2015-07-11,23301,7798,10824,809,False
3120,RUB,2003-05-08,13303,20225,2196,6056,False
3121,GYD,1978-06-01,8123,10628,20662,7321,True
3122,LTL,1991-11-25,14697,652,3764,12469,True
3123,KWD,1979-10-08,8615,13768,22344,16968,False
3124,ANG,1998-06-06,20455,1483,19402,13112,False
3125,BBD,1975-10-13,5010,13632,21826,14550,False
3126,KMF,2020-12-17,6640,15349,21392,22429,False
3127,QAR,1978-01-02,30,22412,10573,3941,True
3128,PAB,1978-04-05,11144,1953,23254,4732,True
3129,AUD,1991-04-15,4923,11835,18338,23881,False
3130,SLL,2002-08-01,19248,12176,9301,8938,True
3131,MZN,1993-07-16,22955,13839,15866,10120,True
3132,BTN,2002-08-27,12776,19687,16279,20907,True
3133,GIP,2011-09-20,7458,1774,19956,502,False
3134,MUR,2005-12-10,5613,15687,18541,9174,False
3135,KRW,1990-02-25,22730,1504,12767,14321,True
3136,KYD,1996-01-14,7779,114,23918,12652,False
3137,STD,1977-11-20,9901,18970,835,21613,True
3138,MVR,1982-10-06,22276,19434,20626,9131,True
3139,RON,1998-11-21,11974,3200,10244,14946,True
3140,JPY,1985-04-23,2619,2666,11253,16119,True
3141,CZK,2006-12-25,12576,23753,7073,23982,True
3142,STD,1980-04-08,18236,16767,20312,23504,True
3143,ILS,1993-01-24,13905,10795,22036,7460,True
3144,TTD,2017-09-08,15964,4528,7649,5663,True
3145,KZT,2023-03-25,18642,11688,19489,22250,False
3146,ZWD,1998-02-20,5189,1168,12158,15057,True
3147,AWG,1999-09-18,948,6642,18262,14578,True
3148,CUC,2000-02-29,21979,3214,21327,12130,True
3149,RSD,1981-03-03,11915,22241,14327,21054,True
3150,IRR,2000-06-01,14663,5718,22516,10375,True
3151,BHD,2017-06-03,17267,13508,10854,7272,True
3152,NGN,1992-07-29,12417,1856,269,18946,False
3153,IRR,2005-04-05,13517,16627,16637,6376,False
3154,RWF,2021-02-17,9788,14336,17316,824,True
3155,GTQ,1997-07-04,10754,2575,1512,4712,True
3156,IQD,1999-02-03,11706,1391,8004,16430,True
3157,THB,1992-07-02,12509,16030,19313,19127,True
3158,KES,2017-01-24,12359,9346,564,22179,True
3159,ALL,2010-06-15,4319,6924,2903,1756,False
3160,BMD,2000-04-05,1428,18621,5328,770,True
3161,UAH,1995-05-10,17167,5885,3958,16255,True
3162,CRC,1983-05-21,17159,8277,1257,14128,False
3163,TZS,1998-12-04,7563,18395,23239,21904,True
3164,MVR,1981-04-14,3358,7163,15117,17016,True
3165,IDR,1975-01-07,13865,606,20560,18199,True
3166,BBD,2016-10-25,20519,1260,15235,21166,True
3167,MYR,1978-03-23,17490,4303,14427,1862,True
3168,AFN,2015-04-19,21749,16424,22194,2369,False
3169,TVD,1983-06-17,10853,21094,22940,7423,True
3170,WST,2011-12-19,21945,5181,9583,1990,True
3171,CZK,2010-04-28,2509,19427,22622,7923,False
3172,KRW,1994-08-15,10381,22158,7749,19044,False
3173,RON,2015-08-14,16232,6851,12184,11979,True
3174,TMT,2007-01-18,13989,2478,18917,15126,True
3175,CDF,2019-07-01,21590,17905,17839,19741,False
3176,TMT,2022-11-06,5720,23533,13391,19494,True
3177,GYD,2010-05-02,14640,4354,20479,12517,True
3178,GIP,2007-03-29,15792,120,1978,372,True
3179,CUC,1977-06-04,1468,4509,21963,16202,True
3180,NIS,1993-10-29,1088,7723,7176,7190,True
3181,MDL,2004-01-16,17166,12589,18739,12360,True
3182,STD,1978-03-26,15239,12505,19128,17256,True
3183,GHS,1992-05-18,1441,11104,14217,20774,True
3184,GGP,2014-08-12,17025,16378,11573,9381,True
3185,LSL,2018-03-08,7130,21260,6326,17607,True
3186,SLL,1982-09-23,17398,18506,14665,22877,False
3187,HKD,2020-06-10,20883,4535,3351,22089,True
3188,KHR,2007-10-23,1920,7331,18175,67,False
3189,MVR,2015-12-19,21837,10392,22270,9385,False
3190,LBP,1993-10-11,5573,2996,19219,22079,True
3191,SCR,1999-08-01,13374,3796,5353,20930,True
3192,DJF,2007-10-09,7268,13680,13898,20269,False
3193,SPL,1984-12-27,5065,2008,2368,783,True
3194,RON,1994-03-16,13405,21340,18734,18947,True
3195,HUF,1990-09-27,13060,11058,21733,16791,False
3196,COP,2003-12-25,15453,12278,9043,21793,False
3197,SPL,2013-02-10,16942,2226,22047,10802,True
3198,KES,2006-06-17,13301,23204,21087,7099,True
3199,MUR,2003-02-14,16419,1693,3457,9145,False
3200,OMR,2007-11-19,21323,5450,19197,16780,True
3201,EGP,1971-04-11,12961,8685,1199,14930,True
3202,CLP,2020-04-09,22203,10479,16963,5500,True
3203,PLN,1981-02-11,10277,2640,5004,15434,False
3204,TVD,1994-11-23,6051,13026,2294,13279,False
3205,ARS,2016-08-24,23970,21162,12018,17032,True
3206,TZS,1993-04-23,10029,16321,14937,7007,False
3207,CNY,2008-06-22,6478,22974,7945,1547,True
3208,KRW,1987-07-26,10596,21018,3652,9699,True
3209,SCR,2010-09-25,4114,18586,3870,7000,False
3210,CHF,2019-01-29,14575,12883,5518,8940,True
3211,ZMW,2010-10-27,9309,19695,9008,23903,True
3212,CVE,1977-12-17,3413,5757,13645,23702,True
3213,LBP,2023-03-02,11895,15934,23717,4605,True
3214,SVC,2010-07-13,17514,8892,329,19695,False
3215,MXN,1992-12-17,4288,8233,17773,9066,False
3216,LRD,1991-11-13,22572,20828,23717,5802,True
3217,DZD,1981-02-27,3376,1412,15760,15427,True
3218,TND,1977-12-12,15975,1294,146,19577,False
3219,BBD,1984-06-10,19816,21783,23738,7554,False
3220,RWF,1995-06-24,18627,7763,13209,1941,False
3221,BZD,1978-04-13,20343,14175,15598,8566,True
3222,NAD,2016-11-20,4341,7667,2012,16947,False
3223,AUD,2015-10-04,20921,2375,11524,7448,True
3224,TRY,1985-12-13,12290,20128,16077,4631,True
3225,UYU,1984-01-27,11498,8903,3384,6720,True
3226,CLP,2004-10-07,14098,9553,10788,17035,True
3227,MVR,1989-10-13,22375,1079,3990,10364,True
3228,ARS,2007-01-28,20839,22882,2482,107,False
3229,ERN,1983-03-22,1762,1200,12477,9748,True
3230,SCR,1974-11-07,19300,13211,14166,70,False
3231,KHR,1976-05-08,999,13527,10021,20294,True
3232,NIS,1979-11-12,8558,22816,8749,10949,True
3233,DOP,1989-06-26,21452,13573,17761,16300,False
3234,AZN,1986-12-12,3629,6671,9205,18240,True
3235,GYD,1992-08-20,21311,13981,20808,8022,True
3236,GEL,2001-04-26,15209,19203,17007,5414,True
3237,LBP,1996-09-28,20092,8263,20652,20839,False
3238,MOP,2007-03-25,15568,4178,23115,2588,True
3239,ZWD,2004-01-22,21476,22706,21137,5571,False
3240,ALL,1998-01-06,12991,20050,20383,15655,True
3241,SBD,1986-11-26,8467,18338,7225,6105,True
3242,SVC,1982-08-16,3414,19780,8961,3169,True
3243,TND,1971-02-03,7074,10455,19901,4154,False
3244,TND,2002-08-31,16075,23442,23757,11453,False
3245,PGK,1973-06-09,15103,15318,16377,11426,True
3246,MZN,1970-12-07,23276,9229,16133,13062,False
3247,CLP,1995-05-09,16413,2407,16942,5080,True
3248,PLN,1972-05-05,630,17234,13028,16167,True
3249,RSD,1974-08-18,8852,11831,13600,1235,False
3250,NGN,2013-09-02,9731,19366,18996,21651,True
3251,LAK,2015-12-16,23677,5252,22515,7966,True
3252,GMD,1983-09-27,4903,2159,9373,110,True
3253,BDT,1972-02-04,4661,14005,13918,435,True
3254,BSD,1994-11-28,10089,5996,3724,3248,True
3255,MWK,1991-08-09,13967,12168,14022,8345,False
3256,CLP,2018-08-23,20179,21702,3528,14585,True
3257,SHP,2018-04-26,5386,10015,22936,3289,True
3258,UAH,1976-07-20,21073,17643,7774,5243,True
3259,JEP,2018-03-02,20652,17004,13095,3320,True
3260,MNT,1994-07-29,13356,10791,6358,9822,True
3261,KHR,1972-11-07,4181,6964,15113,19528,True
3262,INR,1972-08-22,23581,12238,19320,12667,True
3263,CRC,1979-04-24,1701,14558,12337,5579,False
3264,KGS,2016-07-04,17825,3396,15335,4570,False
3265,AFN,1987-10-20,9469,18327,15413,8976,True
3266,AMD,2001-11-03,6215,7680,13599,20055,True
3267,PKR,1992-10-29,8980,5007,8685,3156,True
3268,CUC,1981-01-08,23017,9326,6438,9674,False
3269,CAD,1973-03-12,4816,15931,19047,4604,False
3270,BHD,2019-07-16,16612,22722,11340,5185,True
3271,KWD,1978-03-07,17082,11621,7527,10610,False
3272,ETB,2008-11-09,22550,3702,2026,3912,True
3273,HRK,2018-01-09,6747,3813,4943,21094,True
3274,ZMW,1973-05-10,20884,17385,23772,4026,False
3275,AUD,1982-09-03,11551,1425,14595,6563,True
3276,XDR,2002-01-17,19091,14113,7858,14003,False
3277,IMP,2009-05-12,2344,2255,2794,11294,True
3278,KES,2016-08-23,3626,8296,5858,5458,False
3279,WST,1980-02-19,13973,11697,19033,17461,True
3280,NAD,1971-04-26,18613,2694,19592,20829,True
3281,SRD,1972-11-04,2692,3294,18045,5015,True
3282,ILS,1984-01-27,17722,12862,7261,1290,False
3283,BND,1996-05-13,19591,1598,8675,18654,False
3284,RUB,2005-06-03,21901,122,17948,3561,False
3285,GYD,1985-09-03,7257,11671,17927,18793,True
3286,TJS,2012-03-30,17168,3481,21612,13143,True
3287,SCR,1991-07-15,17522,16152,22390,14782,True
3288,JEP,1976-03-27,23053,21434,18807,7572,True
3289,FJD,1999-01-19,6894,4481,13967,19718,True
3290,RUB,2008-05-15,22601,15512,13381,20407,True
3291,ZAR,1970-04-30,10236,21482,2746,10013,True
3292,CUP,1987-09-21,12294,13683,22889,19890,True
3293,KPW,2021-06-18,5481,6046,9710,2912,True
3294,PKR,2002-08-03,13349,5843,8213,4414,True
3295,STD,2016-04-15,1401,2043,10865,2307,False
3296,SPL,1994-09-17,22341,4611,23567,2470,True
3297,TMT,1986-11-04,11167,20937,6121,14572,True
3298,FKP,2020-12-02,21299,21326,17010,15531,True
3299,CUP,1998-06-25,13628,4419,7012,3593,True
3300,VUV,2008-07-30,12890,23451,490,8992,False
3301,KMF,1980-09-30,17707,931,7107,10810,True
3302,MMK,2016-09-18,20123,16366,21042,3868,True
3303,BIF,1992-01-26,23685,12662,17217,12715,True
3304,HTG,1978-10-23,17774,12378,3199,7401,False
3305,BSD,1986-07-19,15631,14091,17410,11939,True
3306,TRY,1987-12-25,15099,9733,1122,11901,False
3307,SAR,1990-09-25,8291,4111,13787,21173,True
3308,GGP,1995-10-30,9440,9739,6101,1731,True
3309,LSL,2010-09-16,7671,15615,19681,5255,True
3310,TZS,2014-02-03,11211,12726,10213,21885,True
3311,VEF,1991-05-14,8695,4883,8522,22380,False
3312,STD,2012-10-20,8506,14469,804,19986,True
3313,UYU,1982-01-16,208,23573,7679,23026,True
3314,LAK,1982-03-27,21138,9598,17585,6627,True
3315,CUP,2002-07-25,16269,5478,9704,21660,True
3316,CVE,2000-09-23,9089,1253,20167,13608,True
3317,BTN,2023-06-01,20835,4122,20611,5619,True
3318,EGP,1978-07-04,5462,10976,12837,7734,False
3319,STD,1971-06-10,9489,11551,9475,22798,True
3320,DOP,2018-07-22,18155,21559,2393,16583,False
3321,TWD,1973-04-14,11653,20305,5991,16599,False
3322,RON,1995-07-08,11681,6770,17188,9412,True
3323,MDL,1974-08-03,14438,4307,22220,6781,False
3324,SAR,2011-05-13,781,17928,13846,10838,True
3325,BND,2017-04-21,3330,3879,6989,10333,False
3326,GGP,1974-10-16,11414,15699,19048,8122,False
3327,BBD,1970-05-06,7522,6984,20480,11587,False
3328,IMP,2005-10-02,20683,16912,5830,2938,True
3329,IQD,2005-11-23,4717,1540,1036,12655,False
3330,BSD,1995-05-03,13648,20922,10913,7055,True
3331,TMT,1988-09-08,13685,21224,22174,18376,False
3332,LTL,2018-07-21,21177,17957,9129,4720,False
3333,SLL,1981-05-24,9880,23815,17090,13408,True
3334,IRR,1978-07-13,8352,12798,22108,23553,False
3335,MMK,2021-04-11,9048,9642,4823,4718,True
3336,DJF,1981-10-08,6912,5784,17795,8378,False
3337,ERN,2005-04-16,464,693,22034,23383,True
3338,JOD,1986-05-20,14198,2549,18750,7507,True
3339,GEL,2007-07-13,2721,19294,20924,5612,True
3340,PEN,2015-05-15,12577,21331,10404,8501,True
3341,UGX,2004-03-08,16106,17307,8089,14100,True
3342,AZN,2010-03-13,2850,16843,23259,12314,True
3343,SDG,1981-11-29,21781,15828,13829,1241,False
3344,BHD,1976-11-22,15441,7166,10831,2261,True
3345,LBP,2014-05-08,8618,21080,7322,948,True
3346,CVE,2013-10-13,2999,6636,3855,22952,False
3347,MDL,2002-09-18,3236,17336,14425,13336,False
3348,LSL,2011-06-10,2816,5624,4191,15368,True
3349,KRW,1973-01-08,8985,1534,17569,20258,False
3350,AMD,2012-04-19,6528,7530,13173,22852,True
3351,ISK,1972-08-05,20158,1085,16632,327,False
3352,MNT,2020-08-28,16279,12068,10496,13070,True
3353,AUD,2011-08-06,21694,13933,17617,825,False
3354,SAR,1988-01-23,21821,11888,9412,14714,False
3355,ZAR,2004-12-27,3292,13479,13258,3599,False
3356,BAM,2007-11-13,14074,20545,560,22030,True
3357,XCD,1998-11-05,9902,16466,19239,5999,True
3358,XOF,1996-05-23,16337,494,1234,4466,False
3359,ANG,1985-11-17,13321,6217,15490,21829,False
3360,BMD,2021-04-16,20761,22699,19591,6086,True
3361,BAM,1992-05-04,5760,6349,19862,3084,True
3362,TVD,2010-12-12,605,22916,10073,477,True
3363,BWP,1973-05-17,22605,13559,21128,6314,True
3364,IQD,2013-08-06,18581,3913,15702,15210,False
3365,OMR,1970-02-07,23566,19448,19146,13471,True
3366,MGA,2011-03-20,15091,11415,8991,744,False
3367,PKR,1980-11-03,6320,21095,23234,3669,False
3368,USD,1980-06-11,2159,3188,3199,7166,True
3369,SHP,1997-10-15,2832,8517,16090,23446,False
3370,TND,2014-09-04,5301,8103,10418,7606,False
3371,KPW,2007-03-14,21396,4290,3535,1465,False
3372,MNT,2011-08-04,23323,23162,13793,21945,True
3373,PAB,2004-04-20,12466,54,6480,19246,False
3374,HNL,1975-03-19,7316,22645,6686,23111,False
3375,PLN,2017-11-14,9899,6181,7210,21844,True
3376,SRD,1973-10-13,20745,19058,19579,1817,False
3377,COP,1997-10-25,10916,19477,3873,15823,True
3378,CHF,1979-10-23,8576,19066,23876,17817,True
3379,VUV,1979-08-26,20892,6511,3584,1277,False
3380,TRY,1970-06-02,3929,17822,1108,3541,False
3381,SGD,2004-07-07,3371,5029,16198,22226,True
3382,XAF,2007-03-06,11596,10825,21925,6956,False
3383,IRR,1983-05-15,20391,15535,15067,16171,True
3384,BRL,2006-09-26,12018,21279,15169,23092,True
3385,BBD,2017-08-13,22946,20356,7216,9290,True
3386,KHR,2007-07-03,4081,15996,366,15515,True
3387,TZS,2017-09-29,4137,7635,19679,21670,True
3388,CUP,2019-02-05,9023,14300,17846,7613,True
3389,PKR,1971-07-02,6210,6636,9529,10789,False
3390,RUB,1974-09-23,4258,20488,4586,23432,False
3391,CDF,1977-03-31,2167,22244,5555,4340,True
3392,SGD,2022-05-27,18690,55,21830,1458,True
3393,XOF,1989-04-08,6884,9654,12053,40,False
3394,SEK,2011-05-07,13796,10321,18334,11256,True
3395,ZMW,2001-04-12,3045,19083,11843,6903,False
3396,KWD,1997-03-07,11426,21367,21787,181,True
3397,LAK,2000-10-01,13191,2314,17126,21205,True
3398,YER,1989-12-27,15076,4613,18993,14254,False
3399,HNL,2002-05-12,263,10582,11385,23889,True
3400,PEN,1970-10-21,4574,12550,20587,15155,False
3401,TVD,2005-01-14,23546,7811,19311,8347,True
3402,CUP,2017-10-30,15146,6383,20979,17134,False
3403,NOK,1994-07-08,11468,20604,16192,8333,False
3404,IQD,1992-11-24,21051,8518,9173,11294,False
3405,XOF,1978-01-21,12968,6918,8721,4200,False
3406,DJF,2000-07-22,20777,12737,11554,2487,False
3407,BMD,1991-11-24,4649,4268,15667,14434,True
3408,KGS,1985-08-05,5385,4659,22157,12347,True
3409,KHR,2001-06-08,12246,21872,12844,3369,True
3410,MOP,1979-01-03,22773,7071,7542,6851,False
3411,KES,1983-07-25,7472,10365,4515,8347,False
3412,PHP,1980-03-01,1509,428,5889,12253,True
3413,PKR,2001-09-12,11851,7467,13658,8012,False
3414,NZD,1977-05-27,21941,10884,23505,9771,True
3415,BDT,2001-01-17,858,22769,4055,10018,True
3416,CZK,2014-04-11,17382,11701,5186,23695,False
3417,MZN,2003-05-25,17835,8195,16914,13568,True
3418,MMK,2018-11-29,6284,22386,1370,14637,True
3419,KWD,1975-07-01,4370,10212,15568,13807,True
3420,MXN,2014-06-05,15552,484,7410,15250,True
3421,MXN,2017-11-04,12127,4878,16799,3834,True
3422,VND,2020-01-04,7765,12502,4527,7742,False
3423,KZT,1984-12-09,14366,15062,18922,9892,True
3424,BMD,1985-06-30,379,6082,23955,16030,True
3425,TVD,1982-11-23,16405,1450,3120,22369,False
3426,KYD,2006-05-24,10191,23031,3077,19435,True
3427,SHP,2004-04-11,12658,17420,12043,11801,False
3428,CRC,1979-05-17,19417,20194,11143,13127,True
3429,PLN,1977-02-18,24,1207,12098,4080,False
3430,DKK,1986-08-30,7554,21335,6720,1234,False
3431,CVE,1994-08-22,2742,19739,4589,14066,False
3432,LSL,1990-01-06,2590,8155,18300,14976,True
3433,TMT,1989-08-29,12196,22095,9447,819,True
3434,MWK,2011-04-18,21478,21736,23825,22733,False
3435,SRD,1990-11-30,744,3161,19631,3739,False
3436,NPR,1983-01-14,6317,2221,12878,21018,False
3437,XOF,2005-12-26,2577,7033,22255,14483,True
3438,KES,1973-06-13,19402,15192,8030,5855,False
3439,IQD,1978-01-07,8932,3089,21245,5856,True
3440,ISK,1993-01-22,559,8229,17878,12933,False
3441,CLP,1976-07-22,18932,22496,12818,22921,False
3442,MKD,1983-07-31,23937,7936,23277,8029,False
3443,BZD,2018-09-26,2440,18031,17640,8090,True
3444,GIP,1970-06-18,2277,14872,12322,20927,True
3445,PAB,1971-11-17,21134,17491,1633,19905,True
3446,JOD,1977-06-29,10413,7962,2002,7568,True
3447,EGP,2017-12-07,6940,9743,4221,9846,False
3448,AWG,2003-01-31,2467,9208,7144,21981,False
3449,TJS,1990-10-10,22594,19412,6516,17124,True
3450,XPF,2020-09-11,922,20062,1667,18577,True
3451,HUF,2006-04-19,17815,2531,11040,9637,True
3452,HNL,2002-04-27,5139,20972,20724,10866,False
3453,CLP,1999-08-27,13477,19888,8358,11867,False
3454,SCR,2012-08-26,8861,8807,19324,23850,True
3455,CUP,1973-09-25,10974,20111,20715,22044,True
3456,CHF,1988-05-11,15242,20228,16286,21696,True
3457,BHD,1984-05-12,3411,16611,16738,3948,True
3458,HRK,1981-06-08,3593,19378,15276,13001,False
3459,GYD,1983-10-09,18059,8324,21643,7621,False
3460,MOP,1982-11-07,12719,19248,12991,20292,True
3461,MOP,2002-05-15,11104,5113,10737,19274,True
3462,LSL,1979-08-21,10152,13437,19095,7204,False
3463,MDL,1998-03-09,21826,14514,11874,19463,True
3464,VEF,1984-01-13,10460,94,8759,2077,False
3465,GEL,1976-10-15,12180,8584,17895,10797,False
3466,KMF,1990-01-25,6325,13500,8708,529,True
3467,BRL,2018-05-05,1796,12065,4290,21971,True
3468,SGD,2016-05-12,8509,16264,7718,4892,False
3469,HRK,1985-08-29,6645,19257,3203,9594,True
3470,MWK,1971-02-01,16025,19946,15550,1784,False
3471,LSL,1976-01-30,23954,21298,5860,13595,True
3472,CUC,1981-05-07,5700,17152,18365,8474,True
3473,AED,2001-10-26,7318,23608,19336,9179,False
3474,JOD,1988-09-10,18205,13207,17551,20731,True
3475,DZD,2006-04-02,15211,15236,16298,2637,False
3476,FJD,2005-06-09,23041,15845,15598,12586,True
3477,RSD,1972-12-23,15043,13381,7713,16275,True
3478,ZMW,2018-11-30,19286,2467,19906,3713,True
3479,TTD,2014-12-19,159,745,4818,11784,True
3480,GIP,1976-05-12,6795,19561,18554,4564,False
3481,BND,1982-12-21,15643,575,19132,5446,False
3482,TND,2011-03-26,2820,22514,12067,18321,True
3483,SDG,1994-04-27,1551,22245,7313,47,True
3484,CUP,2022-06-25,5929,92,410,6250,True
3485,USD,1974-09-23,14341,23798,9052,23822,False
3486,GTQ,2014-12-26,17469,11231,19907,1716,True
3487,ANG,1985-07-25,17526,18580,5981,2643,True
3488,AUD,1991-07-14,3273,10959,6288,18803,True
3489,HRK,2023-06-12,16132,15066,9600,19746,True
3490,LSL,1995-08-28,5203,22001,14857,17251,True
3491,JPY,1980-11-01,3939,23911,11132,20233,False
3492,BND,1998-07-15,8783,11159,11785,19137,False
3493,MKD,2014-01-24,1112,17630,5139,3665,True
3494,BGN,1994-02-03,23757,18119,3632,2409,True
3495,BMD,1988-01-07,9413,20684,8590,5182,True
3496,RUB,2019-05-22,4569,12017,5239,78,True
3497,UYU,2018-09-15,22005,22518,4732,21170,True
3498,KGS,1970-03-24,17825,11348,11045,4100,True
3499,HNL,2009-01-28,19535,2872,3609,10536,True
3500,EUR,1979-04-19,2846,16930,9987,17198,True
3501,MGA,2010-09-05,6035,247,20942,17159,False
3502,XDR,2013-03-18,10357,21516,4039,12410,True
3503,TOP,1997-09-04,7087,13557,13870,21617,True
3504,SGD,1989-02-12,1997,18122,21467,5088,False
3505,LTL,1985-07-22,20534,11316,15037,21031,False
3506,DZD,1998-09-29,11517,4379,20594,23574,False
3507,DJF,1999-04-15,1775,1315,12704,20744,True
3508,AWG,2014-04-30,2733,21205,18445,13643,False
3509,AED,1976-12-03,21653,9064,2089,617,True
3510,MNT,1994-04-30,6021,6194,1761,22151,True
3511,CHF,1983-09-23,19256,5240,18487,5741,False
3512,BAM,2006-07-30,20663,21091,4052,22772,True
3513,PKR,1970-10-16,403,20373,6286,9814,False
3514,TOP,1981-10-02,2375,4368,23351,9233,True
3515,EGP,1994-01-04,22793,16406,17719,22007,True
3516,VUV,1996-08-16,22541,23883,760,21807,False
3517,BHD,1994-09-11,16854,14565,5040,5056,True
3518,CUC,1982-01-27,7284,6410,10574,7395,True
3519,GEL,1974-04-05,964,14967,6629,2548,True
3520,PYG,1983-03-14,8216,1624,519,2921,True
3521,BZD,2007-03-28,1826,4277,17828,36,True
3522,ARS,1984-09-04,20200,20619,9931,20107,False
3523,TTD,1980-02-28,8490,19990,16103,16777,False
3524,NOK,1993-10-12,3560,21743,11420,20159,True
3525,KZT,2003-10-20,18014,20660,3094,11106,True
3526,JMD,2007-11-20,13600,15079,3414,22432,False
3527,GTQ,2013-02-13,18597,7277,3901,19302,True
3528,WST,1993-05-16,19471,11400,2516,9251,True
3529,ANG,1996-10-29,3073,11962,19105,8886,True
3530,ZAR,2012-11-29,18339,13914,3246,17214,False
3531,ZMW,2013-11-12,2640,15403,3712,10251,False
3532,FJD,1983-07-04,18992,13890,21571,23573,False
